date,AUD,BRL,CAD,GBP,JPY,MXN,ZAR,INR,HKD,SGD,KRW,SEK,NZD,CHF,NOK
12/12/22,0.6741,0.187462507,0.732386114,1.2285,0.007274314,0.050451541,0.056907099,82.6700,7.7752,1.3547,1307.62,10.3183,0.6377,0.9243,9.9872
12/13/22,0.6869,0.189789334,0.7390983,1.2375,0.007399734,0.050913905,0.057954216,82.4900,7.7746,1.3470,1301.47,10.2125,0.6479,0.9244,9.7838
12/14/22,0.6861,0.188689926,0.737082627,1.2408,0.007410152,0.050766575,0.05826657,82.5000,7.7731,1.3473,1294.79,10.1923,0.6450,0.9233,9.7505
12/15/22,0.67,0.187670076,0.732654407,1.2206,0.00725058,0.050540786,0.057216421,82.7500,7.7756,1.3598,1302.91,10.3208,0.6342,0.9230,9.8512
12/16/22,0.6691,0.189663348,0.73046019,1.2168,0.007323325,0.050538232,0.056569085,82.7100,7.7826,1.3581,1307.73,10.3885,0.6370,0.9255,9.9024
12/19/22,0.6711,0.188334558,0.733245344,1.218,0.007306203,0.050694515,0.057828538,82.6500,7.7782,1.3550,1302.29,10.3728,0.6372,0.9265,9.8886
12/20/22,0.6665,0.192285506,0.734322221,1.2146,0.007628929,0.050517808,0.057736721,82.5800,7.7868,1.3504,1290.41,10.4182,0.6332,0.9258,9.8938
12/21/22,0.6696,0.192474257,0.734106592,1.2072,0.007555153,0.0507228,0.058224163,82.8100,7.7941,1.3521,1284.70,10.4287,0.6286,0.9219,9.8586
12/22/22,0.6671,0.193592101,0.732439757,1.2032,0.007556294,0.051041241,0.058334549,82.9300,7.7979,1.3533,1275.68,10.4728,0.6253,0.9202,9.8761
12/23/22,0.671,0.194673727,0.735997645,1.2054,0.007531255,0.051466804,0.058918839,82.8600,7.8038,1.3501,1280.02,10.5236,0.6293,0.9210,9.8680
12/26/22,,,,,,,,,,,,,,,
12/27/22,0.6742,0.189429816,0.740521327,1.2032,0.007494566,0.051546392,0.057793446,82.8800,7.8002,1.3465,1271.00,10.4486,0.6284,0.9204,9.8122
12/28/22,0.6752,0.189843379,0.73594348,1.2034,0.00744768,0.051551706,0.058428279,82.7400,7.7948,1.3493,1267.54,10.4638,0.6308,0.9179,9.8807
12/29/22,0.6779,0.190305821,0.738225306,1.206,0.007509763,0.051660898,0.059206631,82.8300,7.7962,1.3445,1265.58,10.4492,0.6351,0.9266,9.8712
12/30/22,0.6805,0.189178963,0.738989063,1.2077,0.007586678,0.051292573,0.058840836,82.7200,7.8015,1.3404,1260.18,10.4167,0.6342,0.9274,9.8390
1/2/23,,,,,,,,,,,,,,0.9179,
1/3/23,0.673,0.184308016,0.731850117,1.197,0.007643507,0.051490654,0.058771672,82.8600,7.8119,1.3447,1271.10,10.5603,0.6247,0.9186,10.0668
1/4/23,0.686,0.183722212,0.741179958,1.2063,0.007575758,0.051733057,0.059276823,82.7200,7.8183,1.3405,1272.15,10.4890,0.6314,0.9216,10.0659
1/5/23,0.6744,0.185735513,0.736431254,1.1902,0.007486711,0.051612903,0.058055152,82.5700,7.8105,1.3458,1268.91,10.6977,0.6224,0.9204,10.2574
1/6/23,0.6864,0.190356538,0.743383883,1.2064,0.007563724,0.052159399,0.058181818,82.7200,7.8060,1.3373,1268.13,10.5487,0.6334,0.9183,10.0217
1/9/23,0.6948,0.189940738,0.747831289,1.2206,0.007599939,0.052148519,0.059215396,82.3600,7.8042,1.3278,1243.62,10.3592,0.6401,0.9267,9.8601
1/10/23,0.6883,0.191721467,0.744435346,1.2155,0.007561437,0.052342319,0.058702671,81.6000,7.8085,1.3321,1243.83,10.4350,0.6362,0.9302,9.9894
1/11/23,0.6899,0.192492782,0.745045448,1.2125,0.007542616,0.052581765,0.059101655,81.6000,7.8130,1.3318,1245.39,10.4843,0.6347,0.9264,9.9994
1/12/23,0.6946,0.195618153,0.747384155,1.2182,0.007707129,0.052980132,0.059425475,81.1900,7.8086,1.3244,1246.26,10.4508,0.6377,0.9294,9.9245
1/13/23,0.695,0.196201538,0.745545366,1.2194,0.007821666,0.053233963,0.059453032,81.3100,7.8100,1.3211,1241.59,10.4099,0.6361,0.9326,9.8880
1/16/23,,,,,,,,,,,,,,0.9358,
1/17/23,0.6986,0.196178444,0.747384155,1.2264,0.007801529,0.053361793,0.05855658,81.5700,7.8179,1.3202,1238.70,10.4035,0.6425,0.9415,9.8694
1/18/23,0.6988,0.194977383,0.744269128,1.2369,0.00778513,0.053339023,0.058737151,81.3300,7.8218,1.3179,1237.32,10.2991,0.6460,0.9414,9.8742
1/19/23,0.6887,0.19144985,0.741070105,1.2366,0.007783313,0.052449386,0.057695081,81.2800,7.8289,1.3234,1232.05,10.3498,0.6375,0.9349,9.9258
1/20/23,0.6953,0.191905429,0.745378652,1.2374,0.007694083,0.052876481,0.058300539,80.9900,7.8263,1.3206,1235.57,10.3071,0.6457,0.9337,9.8917
1/23/23,0.7024,0.192737646,0.747160789,1.237,0.007651695,0.053123672,0.058215689,81.4100,7.8291,1.3193,1228.59,10.2387,0.6477,0.9303,9.8168
1/24/23,0.7042,0.194533606,0.747999102,1.2323,0.007688168,0.053075739,0.058139535,81.5300,7.8311,1.3198,1234.79,10.2091,0.6501,0.9325,9.8681
1/25/23,0.7083,0.196455935,0.745545366,1.2374,0.007713669,0.053067289,0.05826657,81.4900,7.8309,1.3142,1231.67,10.2404,0.6463,0.9318,9.9217
1/26/23,0.7094,0.196560197,0.749175907,1.237,0.007668712,0.053089828,0.058046728,81.5900,7.8284,1.3137,1230.95,10.3014,0.6471,0.9308,9.9005
1/27/23,0.7102,0.196455935,0.751089079,1.2379,0.00769586,0.053267991,0.058190282,81.5400,7.8280,1.3129,1231.53,10.3183,0.6483,0.9308,9.8923
1/30/23,0.7076,0.195986203,0.74906367,1.2373,0.007672242,0.053276505,0.057620282,81.4700,7.8358,1.3132,1227.31,10.3816,0.6486,0.9344,9.9522
1/31/23,0.705,0.196332509,0.75001875,1.2324,0.007682262,0.053197149,0.057380577,81.6900,7.8384,1.3145,1231.95,10.4656,0.6466,0.9303,10.0039
2/1/23,0.7067,0.197059867,0.749906262,1.2308,0.007735747,0.053453068,0.058258083,81.7300,7.8412,1.3119,1231.77,10.4293,0.6435,0.9233,9.9956
2/2/23,0.7084,0.199449519,0.750919877,1.226,0.00778513,0.053711462,0.058488083,82.0300,7.8430,1.3095,1220.34,10.3560,0.6493,0.9211,10.0231
2/3/23,0.6946,0.194783693,0.746547219,1.2073,0.007629511,0.052957687,0.057224607,82.2100,7.8461,1.3215,1229.22,10.5166,0.6344,0.9256,10.1818
2/6/23,0.6869,0.192215281,0.743936914,1.2009,0.007532389,0.052056221,0.056609114,82.7700,7.8466,1.3279,1252.61,10.6510,0.6284,0.9256,10.3508
2/7/23,0.6925,0.1927971,0.744047619,1.2013,0.007612088,0.052548607,0.056842404,82.8100,7.8475,1.3261,1255.53,10.6079,0.6305,0.9292,10.3744
2/8/23,0.6941,0.191633291,0.744601638,1.2093,0.007617887,0.052750963,0.056338028,82.6500,7.8498,1.3253,1260.03,10.5820,0.6312,0.9325,10.3014
2/9/23,0.6964,0.190374657,0.744712541,1.2157,0.007634753,0.052745398,0.05648122,82.4400,7.8498,1.3231,1259.67,10.3218,0.6352,0.9332,10.1455
2/10/23,0.6919,0.190374657,0.748334955,1.2061,0.007604563,0.053453068,0.055764673,82.4700,7.8499,1.3303,1264.15,10.4607,0.6308,0.9333,10.1617
2/13/23,0.6964,0.192968237,0.749175907,1.2136,0.007535227,0.053688393,0.056022409,82.7200,7.8499,1.3292,1277.05,10.3819,0.6359,0.9308,10.1128
2/14/23,0.6962,0.193281534,0.74811102,1.2157,0.007515971,0.053934523,0.055842524,82.8600,7.8499,1.3297,1268.93,10.3782,0.6324,0.9302,10.1604
2/15/23,0.6893,0.191673695,0.746212969,1.2031,0.007450454,0.053760551,0.055370986,82.7800,7.8485,1.3363,1282.16,10.4304,0.6276,0.9335,10.2173
2/16/23,0.6889,0.191157074,0.74343915,1.2018,0.007465472,0.054016097,0.055141991,82.7400,7.8492,1.3354,1284.33,10.4306,0.6267,0.9426,10.2370
2/17/23,0.6865,0.193139679,0.741454734,1.2012,0.00745101,0.054300608,0.055478502,82.7300,7.8447,1.3371,1299.62,10.4656,0.6235,0.9431,10.3026
2/20/23,,,,,,,,,,,,,,0.9441,
2/21/23,0.6865,0.19352092,0.739918609,1.2111,0.007414547,0.054371466,0.054808936,82.8500,7.8441,1.3389,1295.99,10.3432,0.6214,0.9482,10.2848
2/22/23,0.6819,0.192529842,0.738552437,1.2064,0.007420049,0.054495913,0.054952603,82.7800,7.8449,1.3395,1304.31,10.4026,0.6234,0.9469,10.3284
2/23/23,0.6787,0.194605535,0.737082627,1.2016,0.007418398,0.054244643,0.054779512,82.5900,7.8469,1.3437,1296.79,10.4476,0.6208,0.9533,10.3364
2/24/23,0.6735,0.192808252,0.734322221,1.1948,0.007333529,0.05435078,0.054333062,82.9700,7.8489,1.3490,1304.59,10.4833,0.6166,0.9587,10.3858
2/27/23,0.673,0.192193116,0.73670252,1.2036,0.007343222,0.054324207,0.054284396,82.6900,7.8452,1.3473,1322.45,10.4118,0.6164,0.9585,10.3538
2/28/23,0.6744,0.19126676,0.734430082,1.2093,0.007348078,0.054510766,0.054518195,82.5700,7.8490,1.3469,1323.45,10.4346,0.6194,0.9610,10.3419
3/1/23,0.6768,0.192437217,0.735456351,1.2034,0.007362686,0.055263885,0.055240989,82.4300,7.8493,1.3415,1315.15,10.4252,0.6262,0.9695,10.3818
3/2/23,0.672,0.192185728,0.734430082,1.1942,0.007307805,0.055212014,0.054929964,82.4100,7.8495,1.3482,1313.96,10.5063,0.6210,0.9724,10.4507
3/3/23,0.6759,0.19206023,0.734807848,1.1996,0.007348078,0.055515461,0.055088831,81.9800,7.8498,1.3462,1300.59,10.4853,0.6210,0.9723,10.4191
3/6/23,0.6738,0.193498452,0.734969866,1.2048,0.007356728,0.055509298,0.054877212,81.7700,7.8494,1.3441,1296.14,10.4395,0.6193,0.9770,10.4113
3/7/23,0.66,0.192555793,0.728013978,1.1857,0.007304602,0.055154156,0.053850296,81.9300,7.8498,1.3525,1299.70,10.6996,0.6127,0.9785,10.6695
3/8/23,0.6602,0.195118144,0.725478816,1.1837,0.007289692,0.05571341,0.053792361,81.8600,7.8498,1.3528,1320.81,10.7088,0.6111,0.9829,10.6576
3/9/23,0.6611,0.19401653,0.725847427,1.1922,0.007330841,0.055291386,0.053973823,82.0200,7.8498,1.3511,1321.58,10.7029,0.6130,0.9874,10.6338
3/10/23,0.661,0.192908677,0.724427702,1.2043,0.007404665,0.054469198,0.054757016,81.9300,7.8493,1.3505,1324.51,10.6653,0.6147,0.9858,10.6051
3/13/23,0.6686,0.190905273,0.730620297,1.216,0.007511455,0.053276505,0.055005501,82.1900,7.8414,1.3475,1300.46,10.5824,0.6240,0.9927,10.5307
3/14/23,0.6662,0.190240654,0.731207956,1.2146,0.007444353,0.053421657,0.055013066,82.2500,7.8482,1.3445,1306.13,10.4788,0.6224,0.9949,10.5470
3/15/23,0.6611,0.188458784,0.724690195,1.2032,0.007529553,0.052750963,0.054296186,82.8400,7.8494,1.3518,1317.78,10.6355,0.6182,0.9907,10.8182
3/16/23,0.6652,0.189393939,0.726691374,1.2111,0.007518232,0.052873685,0.054473648,82.6300,7.8498,1.3465,1312.13,10.5073,0.6172,1.0004,10.7916
3/17/23,0.6683,0.18934732,0.727114084,1.2141,0.007575184,0.052687039,0.05425936,82.5600,7.8493,1.3422,1303.75,10.4966,0.6249,1.0014,10.7036
3/20/23,0.6711,0.190566937,0.730673681,1.2257,0.007599362,0.053134963,0.053966541,82.5500,7.8426,1.3387,1310.69,10.3763,0.6246,1.0028,10.6669
3/21/23,0.6652,0.190628693,0.728226041,1.2195,0.007560293,0.053561864,0.053835801,82.5900,7.8462,1.3383,1310.65,10.3469,0.6171,0.9931,10.5567
3/22/23,0.6686,0.190135757,0.728756741,1.2232,0.007537499,0.053975279,0.054585153,82.6600,7.8472,1.3331,1307.50,10.3496,0.6221,0.9902,10.4847
3/23/23,0.6719,0.18978213,0.732171621,1.2322,0.007634171,0.054086213,0.055440055,82.0700,7.8497,1.3244,1278.93,10.2578,0.6284,0.9729,10.2880
3/24/23,0.6643,0.190454424,0.726585773,1.2225,0.007654623,0.054059898,0.055073661,82.3400,7.8496,1.3320,1292.57,10.4310,0.6207,0.9749,10.4917
3/27/23,0.6642,0.191058464,0.730673681,1.2278,0.007605141,0.054371466,0.054533061,82.2400,7.8498,1.3321,1301.01,10.3920,0.6189,0.9664,10.4944
3/28/23,0.6709,0.193505941,0.734484025,1.2341,0.007635336,0.054818551,0.055111601,82.1700,7.8498,1.3275,1298.26,10.3416,0.6250,0.9597,10.3539
3/29/23,0.668,0.194533606,0.73664825,1.2313,0.007536363,0.055266939,0.0552868,82.1800,7.8497,1.3292,1303.38,10.4126,0.6222,0.9637,10.4332
3/30/23,0.6701,0.195301057,0.738770686,1.2368,0.007535227,0.055263885,0.056014564,82.3400,7.8498,1.3282,1298.89,10.3678,0.6252,0.9595,10.4087
3/31/23,0.6704,0.197230878,0.739371534,1.2369,0.007532957,0.055478502,0.056401579,82.1900,7.8499,1.3294,1303.80,10.3463,0.6271,0.9575,10.4445
4/3/23,0.6784,0.197304816,0.744324525,1.2403,0.007555723,0.055205918,0.056179775,82.2400,7.8499,1.3277,1316.38,10.3808,0.6289,,10.3012
4/4/23,0.6742,0.196390345,0.743273376,1.2498,0.007598784,0.055072145,0.055764673,82.3300,7.8498,1.3260,1315.10,10.2847,0.6304,0.9570,10.3104
4/5/23,0.6728,0.198491465,0.743328626,1.2469,0.007627183,0.054620931,0.055555556,81.8900,7.8498,1.3272,1310.05,10.3858,0.6330,0.9644,10.4222
4/6/23,0.6674,0.197456757,0.742280285,1.2456,0.007594744,0.054911866,0.054869684,81.8600,7.8497,1.3296,1319.10,10.4192,0.6252,0.9592,10.4344
4/7/23,0.6668,0.197765253,0.740028121,1.2422,0.00756945,0.055141991,0.054945055,81.8500,7.8497,1.3313,1319.10,10.4205,0.6246,0.9625,10.4344
4/10/23,0.6625,0.196726472,0.738879858,1.2358,0.007476636,0.055063047,0.053973823,82.0100,7.8499,1.3339,1319.09,10.5569,0.6202,0.9690,10.5491
4/11/23,0.6649,0.199688486,0.741839763,1.2409,0.00748335,0.054960154,0.054406964,82.0400,7.8498,1.3328,1322.04,10.4657,0.6194,0.9731,10.5790
4/12/23,0.6688,0.202552157,0.743494424,1.2471,0.00750469,0.055337281,0.054451402,81.9800,7.8499,1.3285,1325.34,10.3359,0.6213,0.9750,10.4484
4/13/23,0.6779,0.203998368,0.74940048,1.2531,0.007554582,0.055524708,0.055363322,81.6500,7.8499,1.3216,1310.68,10.2609,0.6307,0.9778,10.3057
4/14/23,0.6702,0.202490635,0.747440018,1.2417,0.007477195,0.055404732,0.055164805,81.8800,7.8499,1.3314,1299.12,10.3348,0.6208,0.9886,10.3961
4/17/23,0.6692,0.202224469,0.746101619,1.2359,0.007434391,0.055244346,0.054623019,81.9800,7.8495,1.3345,1311.36,10.3748,0.6174,0.9966,10.4878
4/18/23,0.6719,0.201065648,0.746770219,1.2419,0.007456566,0.055346775,0.05497103,82.0800,7.8499,1.3332,1318.43,10.3199,0.6204,1.0016,10.4800
4/19/23,0.6717,0.197976678,0.743273376,1.2442,0.007418948,0.055424077,0.05511555,82.1800,7.8495,1.3347,1325.28,10.3426,0.6206,1.0021,10.5786
4/20/23,0.6754,0.198326127,0.742997251,1.2448,0.007457122,0.055513612,0.055452968,82.1000,7.8498,1.3318,1323.28,10.3105,0.6191,0.9663,10.5899
4/21/23,0.6691,0.198074714,0.738879858,1.2419,0.007447125,0.055524708,0.05529536,82.0600,7.8475,1.3351,1327.53,10.3110,0.6138,0.9717,10.5971
4/24/23,0.6681,0.197808284,0.738388836,1.2457,0.007439923,0.055532725,0.055064563,81.9000,7.8488,1.3347,1334.94,10.2751,0.6142,,10.5670
4/25/23,0.6628,0.197558181,0.733837235,1.2398,0.007464915,0.055352596,0.054433618,81.9200,7.8497,1.3389,1331.93,10.3186,0.6144,0.9660,10.6872
4/26/23,0.6616,0.198070791,0.735240056,1.2486,0.007478313,0.05522604,0.054427989,81.7400,7.8499,1.3340,1336.23,10.3153,0.6135,0.9615,10.6203
4/27/23,0.6614,0.199537074,0.734699875,1.2471,0.00746046,0.055338506,0.054717466,81.8400,7.8498,1.3362,1337.75,10.3082,0.6133,0.9606,10.6486
4/28/23,0.6617,0.199804192,0.737898465,1.2582,0.007353482,0.05556389,0.054671995,81.8400,7.8498,1.3332,1338.41,10.2460,0.6187,0.9569,10.6440
5/1/23,0.6636,0.200444988,0.738497895,1.2495,0.00728067,0.055816965,0.054428285,81.8400,7.8499,1.3362,1339.65,10.3295,0.6171,0.9551,10.7417
5/2/23,0.667,0.198373339,0.733837235,1.2475,0.007328155,0.055380185,0.054169714,81.8900,7.8498,1.3347,1341.00,10.3093,0.6208,0.9563,10.8043
5/3/23,0.6675,0.199469411,0.734753857,1.2547,0.007390437,0.055878409,0.054783114,81.8300,7.8499,1.3304,1337.94,10.2467,0.6238,0.9541,10.7685
5/4/23,0.6676,0.199219061,0.736919676,1.258,0.007476077,0.055691691,0.054606018,81.7300,7.8480,1.3284,1322.21,10.2605,0.6282,0.9550,10.7243
5/5/23,0.6747,0.201881536,0.745212013,1.265,0.007415647,0.056344059,0.054342805,81.8100,7.8477,1.3249,1318.38,10.1593,0.6299,0.9623,10.5724
5/8/23,0.6792,0.200300451,0.748727164,1.2633,0.007416747,0.056117668,0.0546266,81.7800,7.8488,1.3243,1320.49,10.1410,0.6350,,10.4843
5/9/23,0.6752,0.200650106,0.746324353,1.2618,0.007399186,0.05635295,0.053774138,82.0400,7.8415,1.3282,1323.59,10.1975,0.6321,0.9690,10.5854
5/10/23,0.6764,0.201779697,0.747719456,1.2614,0.007433839,0.056794302,0.0529748,81.9400,7.8298,1.3267,1324.48,10.2321,0.6354,0.9714,10.5075
5/11/23,0.6694,0.201694232,0.741454734,1.2501,0.007437156,0.056779469,0.052172189,82.1300,7.8365,1.3316,1325.09,10.3364,0.6296,0.9734,10.6612
5/12/23,0.6649,0.203045685,0.738552437,1.2464,0.007373,0.056810435,0.051741891,82.1700,7.8426,1.3376,1333.74,10.3826,0.6193,0.9775,10.6915
5/15/23,0.6698,0.203848663,0.741729714,1.2526,0.007349159,0.056967073,0.052535908,82.3000,7.8387,1.3363,1336.13,10.3516,0.6226,0.9794,10.6089
5/16/23,0.6663,0.203504345,0.743162901,1.2494,0.007319573,0.057373334,0.052432061,82.2600,7.8378,1.3391,1338.64,10.4113,0.6237,0.9812,10.7171
5/17/23,0.6651,0.202363607,0.741674701,1.2475,0.007272198,0.056846605,0.051894405,82.3900,7.8297,1.3426,1337.29,10.4576,0.6250,0.9784,10.8018
5/18/23,0.6618,0.201446385,0.740631018,1.2424,0.007220217,0.056445513,0.051666503,82.7700,7.8278,1.3478,1333.88,10.5732,0.6219,0.9829,10.9190
5/19/23,0.6661,0.200634003,0.740302043,1.2464,0.007263747,0.056522722,0.051512404,82.6500,7.8157,1.3445,1326.12,10.5107,0.6288,0.9776,10.8464
5/22/23,0.6644,0.201503214,0.740302043,1.2425,0.007212405,0.056055383,0.051981536,82.8300,7.8286,1.3466,1317.77,10.5608,0.6275,0.9764,10.9064
5/23/23,0.6622,0.20187746,0.741564702,1.2423,0.007207727,0.055670608,0.052103686,82.8400,7.8357,1.3467,1312.01,10.6310,0.6260,0.9683,10.9384
5/24/23,0.6541,0.202318571,0.735889322,1.2368,0.007187006,0.056141927,0.05199478,82.6600,7.8296,1.3492,1316.71,10.7186,0.6108,0.9721,10.9635
5/25/23,0.6506,0.199413724,0.733352889,1.2325,0.007152564,0.056075186,0.050678073,82.7600,7.8346,1.3544,1325.90,10.8258,0.6051,0.9693,11.0608
5/26/23,0.6511,0.199860098,0.733944954,1.2342,0.007115918,0.056610075,0.050997771,82.5800,7.8334,1.3529,1324.40,10.8107,0.6046,0.9613,11.0959
5/29/23,,,,,,,,,,,,,,0.9651,
5/30/23,0.6513,0.197573794,0.735672773,1.2403,0.007151541,0.056583489,0.050744163,82.6700,7.8338,1.3516,1324.59,10.8767,0.6045,0.9634,11.1973
5/31/23,0.6473,0.195744514,0.73594348,1.2396,0.007154099,0.056341837,0.05055944,82.6800,7.8304,1.3552,1324.55,10.8921,0.5995,0.9650,11.1685
6/1/23,0.6577,0.199199219,0.743992262,1.2536,0.007207727,0.05698233,0.051037334,82.4100,7.8315,1.3474,1321.35,10.8182,0.6076,0.9568,11.0618
6/2/23,0.6616,0.201645427,0.744158357,1.2468,0.007155123,0.057150695,0.051227409,82.3500,7.8371,1.3482,1305.21,10.7896,0.6072,0.9513,11.0275
6/5/23,0.6626,0.203371906,0.745212013,1.244,0.007161272,0.05726065,0.051839257,82.6700,7.8375,1.3489,1308.16,10.8502,0.6084,0.9486,11.0243
6/6/23,0.6674,0.203632809,0.746101619,1.2418,0.007159734,0.057430337,0.051992076,82.6100,7.8432,1.3482,1297.93,10.9030,0.6080,0.9543,11.0775
6/7/23,0.6661,0.203740679,0.748334955,1.2451,0.007143878,0.057666469,0.052382624,82.5000,7.8414,1.3484,1303.62,10.8890,0.6049,0.9630,11.0376
6/8/23,0.6707,0.203107545,0.747384155,1.2547,0.007203054,0.057439904,0.053051805,82.5700,7.8363,1.3433,1304.26,10.8084,0.6094,0.9565,10.9167
6/9/23,0.674,0.204725054,0.749512817,1.2579,0.007176175,0.057832886,0.053424797,82.4600,7.8383,1.3433,1291.46,10.8247,0.6127,0.9635,10.7597
6/12/23,0.6747,0.205031472,0.747551768,1.2489,0.007157171,0.057776751,0.053854936,82.4300,7.8335,1.3443,1288.61,10.8244,0.6117,0.9545,10.8118
6/13/23,0.6776,0.205901126,0.751992781,1.2611,0.007142857,0.05809225,0.053898767,82.3800,7.8336,1.3416,1271.48,10.7179,0.6148,0.9525,10.6509
6/14/23,0.6832,0.206509169,0.752841978,1.2696,0.007177205,0.058445354,0.054602141,82.1000,7.8311,1.3381,1278.44,10.6586,0.6235,0.9410,10.5558
6/15/23,0.6871,0.207852674,0.755458185,1.2762,0.007117944,0.058211623,0.054802628,82.1800,7.8221,1.3368,1279.99,10.6026,0.6228,0.9391,10.5061
6/16/23,0.6865,0.207000766,0.757920267,1.2815,0.007051192,0.058560009,0.054935094,81.8900,7.8217,1.3381,1272.68,10.6508,0.6222,0.9430,10.5722
6/19/23,,,,,,,,,,,,,,0.9449,
6/20/23,0.677,0.208511437,0.754944889,1.2732,0.007069136,0.058170649,0.054414958,82.1100,7.8261,1.3440,1280.21,10.8246,0.6151,0.9506,10.7727
6/21/23,0.6781,0.209907641,0.758782912,1.2737,0.007037793,0.058274719,0.054386547,82.0400,7.8280,1.3424,1291.78,10.6927,0.6189,0.9537,10.6964
6/22/23,0.6753,0.2093627,0.759647524,1.275,0.00699839,0.058318559,0.054031857,81.9300,7.8310,1.3436,1294.75,10.6975,0.6188,0.9546,10.6341
6/23/23,0.6687,0.209494281,0.757805396,1.2701,0.00695507,0.058233318,0.053326223,82.0100,7.8309,1.3525,1304.19,10.7429,0.6149,0.9590,10.8652
6/26/23,0.6683,0.209643606,0.760745531,1.2724,0.006966214,0.058361785,0.053589994,82.0000,7.8295,1.3531,1304.88,10.7107,0.6170,0.9652,10.7118
6/27/23,0.6683,0.208151201,0.759013283,1.2752,0.006944444,0.0585367,0.05405347,81.9800,7.8338,1.3487,1299.99,10.7064,0.6168,0.9632,10.7558
6/28/23,0.662,0.206470795,0.754773945,1.2637,0.00693337,0.058571671,0.053536916,82.0000,7.8327,1.3523,1307.76,10.8036,0.6089,0.9664,10.7822
6/29/23,0.6633,0.206223835,0.754944889,1.2617,0.006909895,0.058487741,0.053331058,82.0500,7.8384,1.3551,1317.73,10.8524,0.6075,0.9648,10.7935
6/30/23,0.6663,0.207891564,0.755743652,1.2709,0.006921852,0.058329785,0.053066163,82.0600,7.8363,1.3523,1317.80,10.7822,0.6133,0.9635,10.7108
7/3/23,0.6678,0.208768267,0.75511591,1.2695,0.006920415,0.058624207,0.053345567,81.9600,7.8337,1.3497,1308.37,10.8250,0.6155,0.9688,10.6827
7/4/23,,,,,,,,,,,,,,0.9746,
7/5/23,0.6663,0.205871454,0.753522719,1.271,0.006917543,0.058835296,0.053289281,82.3400,7.8217,1.3524,1298.74,10.8920,0.6185,0.9748,10.6615
7/6/23,0.6619,0.203045685,0.748895379,1.2721,0.006940107,0.057948171,0.052340949,82.4900,7.8212,1.3545,1300.85,10.9585,0.6152,0.9838,10.7681
7/7/23,0.6686,0.205668216,0.752785306,1.2838,0.007031854,0.058454578,0.053121414,82.7400,7.8274,1.3465,1304.89,10.8287,0.6210,0.9801,10.6093
7/10/23,0.6669,0.205541396,0.75295535,1.2837,0.007064142,0.058656187,0.05309462,82.5700,7.8283,1.3455,1306.45,10.7937,0.6208,,10.5110
7/11/23,0.6664,0.204821498,0.754773945,1.2901,0.007116931,0.058529847,0.053893829,82.3900,7.8276,1.3420,1293.64,10.6731,0.6181,0.9839,10.3717
7/12/23,0.6782,0.207692947,0.758782912,1.2993,0.007235366,0.059354226,0.055038802,82.0300,7.8268,1.3297,1288.17,10.4025,0.6294,0.9808,10.1108
7/13/23,0.6873,0.207766304,0.761846716,1.3097,0.007239033,0.059172298,0.055618281,82.0400,7.8226,1.3235,1273.99,10.2150,0.6373,0.9726,9.9999
7/14/23,0.6843,0.20838543,0.757346259,1.3113,0.007207727,0.059523101,0.055270299,82.1600,7.8140,1.3200,1266.28,10.2318,0.6376,0.9604,10.0119
7/17/23,0.6821,0.207258182,0.75912852,1.3078,0.007198388,0.059507162,0.055448048,82.0300,7.8144,1.3217,1267.02,10.2514,0.6335,0.9519,10.0259
7/18/23,0.6817,0.208398458,0.759013283,1.3054,0.007197351,0.05972895,0.056022095,82.0300,7.8126,1.3221,1260.87,10.2177,0.6292,0.9608,10.0563
7/19/23,0.6763,0.208237891,0.75999392,1.2898,0.007155123,0.059669431,0.055786449,82.0900,7.8085,1.3256,1265.76,10.2759,0.6244,0.9612,10.0533
7/20/23,0.6778,0.208012647,0.758610226,1.2849,0.007123014,0.059396884,0.055654807,81.9900,7.8128,1.3273,1269.26,10.3482,0.6224,0.9607,10.0898
7/21/23,0.6737,0.209731544,0.756601347,1.2854,0.007054674,0.059091876,0.055723655,81.9900,7.8169,1.3306,1283.71,10.3944,0.6178,0.9647,10.0851
7/24/23,0.675,0.211376271,0.760225027,1.2828,0.007082655,0.05946576,0.056400625,81.8100,7.8117,1.3300,1280.54,10.4080,0.6211,0.9663,10.0565
7/25/23,0.6791,0.210783694,0.758782912,1.2876,0.007096728,0.059136955,0.056803981,81.8700,7.8123,1.3277,1275.32,10.3819,0.6224,0.9628,10.0693
7/26/23,0.6756,0.211170943,0.756544107,1.293,0.007122,0.059252588,0.0566492,81.9900,7.8021,1.3266,1274.04,10.4327,0.6210,0.9652,10.1221
7/27/23,0.674,0.21195871,0.757920267,1.287,0.00709069,0.059854076,0.056751112,82.1500,7.8022,1.3293,1277.23,10.4600,0.6209,0.9806,10.1242
7/28/23,0.667,0.211389676,0.756143667,1.287,0.00710631,0.060011402,0.056834651,82.2200,7.7974,1.3305,1276.69,10.5148,0.6167,0.9816,10.1558
7/31/23,0.673,0.210939313,0.759878419,1.2857,0.007033338,0.059814694,0.056154222,82.2400,7.7987,1.3283,1273.85,10.4989,0.6220,0.9924,10.1113
8/1/23,0.6611,0.209100033,0.752502069,1.275,0.00697642,0.059377486,0.054835083,82.2500,7.7939,1.3362,1283.84,10.6153,0.6142,0.9896,10.2211
