date,AUD,BRL,CAD,CHF,GBP,HKD,INR,JPY,KRW,MXN,NOK,NZD,SEK,SGD,ZAR
2022-01-04,0.0063707598133842325,-0.0027235293255496464,0.004718534401087488,0.0002954518798083469,0.005558880341140571,-0.0003203071867933729,0.0028402290055829266,-0.007354576201921166,0.0020325786704932197,0.003603350200745354,-0.003701878024906529,0.003109064025642189,-0.003732249709480676,0.001562242159235178,-0.01031091677581709
2022-01-05,0.0026185223347828883,-0.0015145103601567013,-0.0002327519394452018,0.004224380246431722,0.0021444995326128247,0.0002180899180541651,-0.002670426262422273,0.00180226347847327,0.0022212658049535774,0.0032642992392572503,-0.004544116113470557,0.0026591377848708747,-0.0025427180657482057,-0.0008020012152900504,0.015007482546566355
2022-01-06,-0.0127546690370912,-0.0022795780899965046,-0.0019625175022391778,0.008319865071722653,-0.002502322152060443,0.0005510301661787955,0.0013623937966524443,0.0011143887324935149,0.007236309688920073,0.00042957832100352727,0.009387586674924486,-0.011474090562698252,0.007509678506526416,0.004503129900286174,0.0038566907790036063
2022-01-07,0.0025061955583802254,0.014044708066672918,0.006469154039619472,0.005138086263108147,0.0032500814861099623,-0.00021717602664038705,-0.0015956655546665584,0.0014611877053745338,-0.003489501219485239,0.0020967967045699715,-0.004929164959100299,0.00460490201907498,-0.007891421825402391,-0.003453280587379347,0.008985733054970904
2022-01-10,-0.0022311372544012503,-0.009119365669888899,-0.0028393715554424397,0.005325359314378549,-0.0011738794006742725,-0.00040923431922838604,-0.0026763674655803094,0.004064879348297144,-0.0013437025747434447,-0.0026019179573102268,0.003346482581309683,-0.0036721248981509322,0.00479112803456948,0.00022892214515607152,-0.008120325402958919
2022-01-11,0.0038952177437226736,0.014673397067315472,0.0064124110431245055,-0.00679103767503305,0.004050985506431323,0.00010381246817377444,-0.0032305580527119083,-0.0020912420502866157,-0.003737198291792116,0.005229294786873694,-0.008850973018876726,0.0029770189401405233,-0.005792978819954698,-0.003686563079824655,0.012222894300124118
2022-01-12,0.01091405907318983,0.008238681096467691,0.007733846566477763,0.00265300848076004,0.005569878559761333,-0.0004863578071617032,-0.00039168206035295275,0.005553706043906982,-0.0060769178891704944,-0.0004511063191160727,-0.012388419750168045,0.010593234125111959,-0.01100754392753785,-0.0031798360438852666,0.011881481727564897
2022-01-13,0.003017040088672833,0.007965889641001252,0.001525915358655804,-0.007899829389486902,0.0019041096490613565,-0.0005239247149862693,0.0027266267020776237,0.005935650302157505,0.0005517167440252779,0.0005804665517581318,-0.0005002249912124798,0.004974897551544405,-0.003613141402486984,-0.0013289747852227888,-0.0027262622234953083
2022-01-14,-0.010607667709467373,-0.004517233760339986,-0.0053479974418928124,0.003960888947153252,-0.003934724260345108,-0.00038210267280054563,0.001777136199952416,0.0014831498459434971,-0.0007884777570203479,0.0024073573144981764,0.008600190135075755,-0.010205142894942261,0.010084577217388146,0.002161980619121129,4.187121606291424e-05
2022-01-19,0.005270231264453395,0.012402876057446914,0.0028832814388623884,0.0015843852051532277,0.0027287227906528807,-2.328936375047962e-05,-0.0021203445867835234,0.002787603631082742,-0.003521013610702468,-0.004253894778501714,-0.003699910755866515,0.003560302655478338,-0.001875603636191754,-0.0023670398774399922,0.011755962405964503
2022-01-20,0.005518229644990289,0.01172394835428242,0.0029729051335323398,0.0005052095850499678,0.0012566747149658818,-0.0005886150915900567,-0.0007811122373503506,0.0017431710902375552,0.0029347003943396145,0.00254451257876472,-0.0009468598431330226,-0.0001254574657352519,0.0018232487610201444,-0.0023696422462371612,0.012386700762335412
2022-01-21,-0.009266584089622148,-0.0027922745711142704,-0.006390423366973422,0.002118359742312247,-0.005872135923258201,1.984126984126984e-06,-0.00037486595758537866,0.0031519063111245024,0.001635644097253772,-0.001955151343999123,0.014602005156082853,-0.009738918943473967,0.007451026836243967,-0.00014006662879127228,0.0025403860153107596
2022-01-24,-0.013709420985622072,-0.015911850979521896,-0.011565743431704422,-0.007372557199997824,-0.008506259197695295,-7.388579937601845e-05,0.006072724102748679,-0.000888284531226422,0.001559374323429161,-0.009039910621677952,0.016676183711801438,-0.008634728409172388,0.01544257977408298,0.0029065261938257376,-0.01818724917908801
2022-01-25,0.005194208248964464,0.005803874178156137,0.004035863709416763,0.010094623144711755,0.003572931882203283,-2.171986656157808e-05,0.0002977129105005725,-0.0005360513173989249,0.002532855784344288,-0.0006223882398715194,-0.007774517812950792,0.0001736267535535703,-0.004908238948293974,-0.0022948845814469987,0.004964054113256706
2022-01-26,0.0040517819438136106,0.008705360536210845,0.0031732137626127137,0.002963440774977307,0.0015652239693770837,-7.34968925334498e-05,0.0020335630622997404,-0.003952051833407632,-0.0009547939714233217,0.0016489094042088004,-0.009208305305377418,0.0027200476008997785,-0.0026408744857052573,0.00023220090567825505,0.005801081303369691
2022-01-27,-0.017313847330203375,0.002532093110802148,-0.008849042531846865,0.004019699857754005,-0.009727972038457716,0.0007599616099586468,0.004314104750580697,-0.009930733287821536,0.004370840266861139,-0.005163510227787787,0.008444873777453489,-0.014888327501511202,0.012489060851130976,0.006014501833348029,-0.017232712130950324
2022-01-28,-0.00655453875195557,0.006096177770211963,-0.003453158789253218,0.0004977966523725601,0.002399509620145674,0.0002718898702655279,-0.002228870631467956,0.0022452665658654666,0.005348407285817642,-0.003316915989521405,0.0025008671238429276,-0.005148260430305469,0.0057946229202413616,0.001781494689954691,-0.01056370084987191
