ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2026-01-26T00:00:07.436475699Z,2026-01-26T00:00:07.436242003Z,1,1,7311,T,A,0,52695.000000000,1,0,13550,1976431,52695.000000000,52705.000000000,1,3,1,3,NIYH6
2026-01-26T00:00:08.889061665Z,2026-01-26T00:00:08.888800999Z,1,1,7311,T,A,0,52690.000000000,1,0,13750,1978077,52690.000000000,52705.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:10.851268743Z,2026-01-26T00:00:10.851007295Z,1,1,7311,T,B,0,52685.000000000,1,0,12905,1979870,52675.000000000,52685.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:11.089108306Z,2026-01-26T00:00:11.088869949Z,1,1,7311,T,A,0,52680.000000000,1,0,15034,1980113,52680.000000000,52690.000000000,1,2,1,2,NIYH6
2026-01-26T00:00:13.053931584Z,2026-01-26T00:00:13.053677039Z,1,1,7311,T,B,0,52680.000000000,1,0,13003,1981193,52670.000000000,52680.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:17.452516561Z,2026-01-26T00:00:17.452292785Z,1,1,7311,T,B,0,52680.000000000,1,0,12661,1984616,52670.000000000,52680.000000000,1,1,1,1,NIYH6
2026-01-26T00:00:17.695568153Z,2026-01-26T00:00:17.695354599Z,1,1,7311,T,B,0,52685.000000000,1,0,12589,1984759,52675.000000000,52685.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:18.623590624Z,2026-01-26T00:00:18.623348611Z,1,1,7311,T,A,0,52680.000000000,1,0,13001,1985069,52680.000000000,52690.000000000,1,3,1,3,NIYH6
2026-01-26T00:00:19.050806988Z,2026-01-26T00:00:19.050471233Z,1,1,7311,T,B,0,52685.000000000,2,0,13050,1985426,52670.000000000,52685.000000000,2,2,2,2,NIYH6
2026-01-26T00:00:19.844696755Z,2026-01-26T00:00:19.844471885Z,1,1,7311,T,B,0,52695.000000000,2,0,12770,1986036,52685.000000000,52695.000000000,3,5,3,1,NIYH6
2026-01-26T00:00:19.844731973Z,2026-01-26T00:00:19.844472481Z,1,1,7311,T,B,0,52695.000000000,2,0,15817,1986037,52685.000000000,52695.000000000,3,3,3,1,NIYH6
2026-01-26T00:00:19.845117596Z,2026-01-26T00:00:19.844753057Z,1,1,7311,T,B,0,52695.000000000,1,0,11585,1986056,52690.000000000,52695.000000000,4,1,4,1,NIYH6
2026-01-26T00:00:20.133639503Z,2026-01-26T00:00:20.133364527Z,1,1,7311,T,A,0,52700.000000000,2,0,13309,1986587,52700.000000000,52710.000000000,2,2,2,2,NIYH6
2026-01-26T00:00:20.133785431Z,2026-01-26T00:00:20.133368249Z,1,1,7311,T,A,0,52695.000000000,2,0,12158,1986589,52695.000000000,52705.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:20.134940174Z,2026-01-26T00:00:20.133892369Z,1,1,7311,T,A,0,52690.000000000,1,0,17019,1986607,52690.000000000,52705.000000000,1,5,1,5,NIYH6
2026-01-26T00:00:23.635757873Z,2026-01-26T00:00:23.635518973Z,1,1,7311,T,B,0,52700.000000000,1,0,12771,1988732,52690.000000000,52700.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:24.963144764Z,2026-01-26T00:00:24.962871393Z,1,1,7311,T,B,0,52720.000000000,1,0,13393,1989709,52710.000000000,52720.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:25.244784652Z,2026-01-26T00:00:25.244536669Z,1,1,7311,T,B,0,52725.000000000,1,0,12980,1989943,52715.000000000,52725.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:28.319170344Z,2026-01-26T00:00:28.318915413Z,1,1,7311,T,A,0,52710.000000000,1,0,13764,1992130,52710.000000000,52720.000000000,1,2,1,2,NIYH6
2026-01-26T00:00:33.035760274Z,2026-01-26T00:00:33.035517735Z,1,1,7311,T,A,0,52710.000000000,1,0,13361,1995296,52710.000000000,52720.000000000,1,2,1,2,NIYH6
2026-01-26T00:00:33.541944488Z,2026-01-26T00:00:33.541560203Z,1,1,7311,T,A,0,52690.000000000,1,0,13585,1996205,52690.000000000,52695.000000000,1,2,1,1,NIYH6
2026-01-26T00:00:33.578976751Z,2026-01-26T00:00:33.578537555Z,1,1,7311,T,B,0,52695.000000000,4,0,14138,1996864,52680.000000000,52695.000000000,2,4,2,3,NIYH6
2026-01-26T00:00:33.578976751Z,2026-01-26T00:00:33.578537555Z,1,1,7311,T,B,0,52700.000000000,4,0,14138,1996864,52680.000000000,52695.000000000,2,4,2,3,NIYH6
2026-01-26T00:00:33.578976751Z,2026-01-26T00:00:33.578537555Z,1,1,7311,T,B,0,52705.000000000,4,0,14138,1996864,52680.000000000,52695.000000000,2,4,2,3,NIYH6
2026-01-26T00:00:33.784643377Z,2026-01-26T00:00:33.784377595Z,1,1,7311,T,B,0,52695.000000000,1,0,12884,1997367,52685.000000000,52695.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:34.318806214Z,2026-01-26T00:00:34.318578175Z,1,1,7311,T,B,0,52700.000000000,1,0,12049,1997861,52690.000000000,52700.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:34.320353315Z,2026-01-26T00:00:34.320159533Z,1,1,7311,T,A,0,52695.000000000,1,0,13040,1997920,52695.000000000,52705.000000000,1,1,1,1,NIYH6
2026-01-26T00:00:34.988042894Z,2026-01-26T00:00:34.987772035Z,1,1,7311,T,B,0,52700.000000000,1,0,15181,1998522,52690.000000000,52700.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:35.050831104Z,2026-01-26T00:00:35.050527379Z,1,1,7311,T,B,0,52710.000000000,1,0,13242,1998604,52695.000000000,52710.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:35.336215956Z,2026-01-26T00:00:35.335959161Z,1,1,7311,T,A,0,52710.000000000,1,0,13370,1999231,52710.000000000,52720.000000000,1,1,1,1,NIYH6
2026-01-26T00:00:36.273672263Z,2026-01-26T00:00:36.273422485Z,1,1,7311,T,A,0,52705.000000000,1,0,13072,2000001,52705.000000000,52715.000000000,1,1,1,1,NIYH6
2026-01-26T00:00:38.082344810Z,2026-01-26T00:00:38.080487999Z,1,1,7311,T,B,0,52710.000000000,1,0,13442,2001051,52700.000000000,52710.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:38.652236439Z,2026-01-26T00:00:38.651967105Z,1,1,7311,T,A,0,52700.000000000,1,0,13486,2002550,52700.000000000,52710.000000000,1,2,1,2,NIYH6
2026-01-26T00:00:39.810171282Z,2026-01-26T00:00:39.809950731Z,1,1,7311,T,B,0,52705.000000000,1,0,12831,2004006,52695.000000000,52705.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:41.869948460Z,2026-01-26T00:00:41.869709823Z,1,1,7311,T,B,0,52710.000000000,1,0,11977,2005780,52700.000000000,52710.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:41.872862899Z,2026-01-26T00:00:41.872651573Z,1,1,7311,T,B,0,52720.000000000,1,0,12873,2005897,52710.000000000,52720.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:42.634655226Z,2026-01-26T00:00:42.634400187Z,1,1,7311,T,B,0,52715.000000000,1,0,13729,2006819,52705.000000000,52715.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:43.050823338Z,2026-01-26T00:00:43.050511123Z,1,1,7311,T,B,0,52725.000000000,1,0,13504,2007246,52710.000000000,52725.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:43.051893022Z,2026-01-26T00:00:43.051071261Z,1,1,7311,T,B,0,52730.000000000,1,0,13198,2007308,52725.000000000,52730.000000000,2,4,2,2,NIYH6
2026-01-26T00:00:43.052018729Z,2026-01-26T00:00:43.051156621Z,1,1,7311,T,B,0,52730.000000000,2,0,14721,2007310,52725.000000000,52730.000000000,2,3,2,2,NIYH6
2026-01-26T00:00:43.052165878Z,2026-01-26T00:00:43.051358883Z,1,1,7311,T,B,0,52730.000000000,1,0,16653,2007313,52725.000000000,52730.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:43.055760575Z,2026-01-26T00:00:43.055481361Z,1,1,7311,T,A,0,52725.000000000,1,0,13125,2007451,52725.000000000,52735.000000000,1,2,1,2,NIYH6
2026-01-26T00:00:43.060768980Z,2026-01-26T00:00:43.060561857Z,1,1,7311,T,A,0,52720.000000000,1,0,13065,2007519,52720.000000000,52730.000000000,1,2,1,2,NIYH6
2026-01-26T00:00:47.624648706Z,2026-01-26T00:00:47.624381529Z,1,1,7311,T,B,0,52710.000000000,1,0,15915,2011475,52700.000000000,52710.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:49.800970156Z,2026-01-26T00:00:49.800745759Z,1,1,7311,T,B,0,52680.000000000,1,0,13098,2013494,52670.000000000,52680.000000000,2,1,2,1,NIYH6
2026-01-26T00:00:49.874238152Z,2026-01-26T00:00:49.873810619Z,1,1,7311,T,B,0,52685.000000000,1,0,14786,2013563,52675.000000000,52685.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:50.051019078Z,2026-01-26T00:00:50.050717499Z,1,1,7311,T,B,0,52690.000000000,2,0,13988,2013894,52675.000000000,52690.000000000,2,4,2,4,NIYH6
2026-01-26T00:00:50.479573668Z,2026-01-26T00:00:50.478329391Z,1,1,7311,T,A,0,52675.000000000,1,0,15147,2014311,52675.000000000,52685.000000000,1,4,1,3,NIYH6
2026-01-26T00:00:51.337133237Z,2026-01-26T00:00:51.336893545Z,1,1,7311,T,B,0,52670.000000000,1,0,13062,2015400,52660.000000000,52670.000000000,2,2,2,1,NIYH6
2026-01-26T00:00:51.337200679Z,2026-01-26T00:00:51.336909345Z,1,1,7311,T,B,0,52670.000000000,1,0,15813,2015401,52660.000000000,52670.000000000,3,1,3,1,NIYH6
2026-01-26T00:00:53.050606471Z,2026-01-26T00:00:53.050379569Z,1,1,7311,T,B,0,52670.000000000,1,0,13052,2016740,52665.000000000,52670.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:00.278569324Z,2026-01-26T00:01:00.278333335Z,1,1,7311,T,A,0,52640.000000000,1,0,12983,2022975,52640.000000000,52650.000000000,1,4,1,4,NIYH6
2026-01-26T00:01:00.516635058Z,2026-01-26T00:01:00.515931365Z,1,1,7311,T,A,0,52625.000000000,1,0,12960,2023667,52625.000000000,52635.000000000,1,3,1,3,NIYH6
2026-01-26T00:01:01.075849065Z,2026-01-26T00:01:01.075575667Z,1,1,7311,T,B,0,52630.000000000,1,0,13047,2024472,52620.000000000,52630.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:01.076118282Z,2026-01-26T00:01:01.075764123Z,1,1,7311,T,A,0,52625.000000000,1,0,12752,2024482,52625.000000000,52635.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:01.326012391Z,2026-01-26T00:01:01.325783211Z,1,1,7311,T,A,0,52620.000000000,1,0,12577,2024823,52620.000000000,52630.000000000,1,3,1,3,NIYH6
2026-01-26T00:01:01.326276654Z,2026-01-26T00:01:01.326026213Z,1,1,7311,T,A,0,52615.000000000,3,0,13323,2024827,52615.000000000,52630.000000000,3,4,3,4,NIYH6
2026-01-26T00:01:01.334709484Z,2026-01-26T00:01:01.334485047Z,1,1,7311,T,A,0,52610.000000000,1,0,12912,2024892,52610.000000000,52620.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:02.105001198Z,2026-01-26T00:01:02.104562645Z,1,1,7311,T,B,0,52630.000000000,1,0,13943,2026459,52615.000000000,52630.000000000,4,1,4,1,NIYH6
2026-01-26T00:01:02.243029752Z,2026-01-26T00:01:02.242055831Z,1,1,7311,T,N,0,52625.000000000,4,0,22015,2026764,52625.000000000,52640.000000000,4,2,4,2,NIYH6
2026-01-26T00:01:02.355240084Z,2026-01-26T00:01:02.354985445Z,1,1,7311,T,A,0,52620.000000000,1,0,13182,2026984,52620.000000000,52630.000000000,1,3,1,3,NIYH6
2026-01-26T00:01:02.512621634Z,2026-01-26T00:01:02.512354737Z,1,1,7311,T,B,0,52630.000000000,1,0,12846,2027135,52625.000000000,52630.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:03.218513118Z,2026-01-26T00:01:03.218259141Z,1,1,7311,T,A,0,52630.000000000,1,0,16615,2028302,52630.000000000,52640.000000000,1,4,1,4,NIYH6
2026-01-26T00:01:03.685435009Z,2026-01-26T00:01:03.685206041Z,1,1,7311,T,A,0,52625.000000000,1,0,13144,2028748,52625.000000000,52635.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:05.268534780Z,2026-01-26T00:01:05.268199557Z,1,1,7311,T,A,0,52620.000000000,2,0,13077,2030353,52620.000000000,52635.000000000,2,1,2,1,NIYH6
2026-01-26T00:01:05.268534780Z,2026-01-26T00:01:05.268199557Z,1,1,7311,T,A,0,52615.000000000,2,0,13077,2030353,52620.000000000,52635.000000000,2,1,2,1,NIYH6
2026-01-26T00:01:05.699429415Z,2026-01-26T00:01:05.699192401Z,1,1,7311,T,B,0,52625.000000000,1,0,13640,2031037,52615.000000000,52625.000000000,4,1,4,1,NIYH6
2026-01-26T00:01:06.613930832Z,2026-01-26T00:01:06.613673647Z,1,1,7311,T,B,0,52625.000000000,1,0,13222,2032253,52615.000000000,52625.000000000,2,1,2,1,NIYH6
2026-01-26T00:01:07.050750602Z,2026-01-26T00:01:07.050451731Z,1,1,7311,T,B,0,52635.000000000,1,0,12728,2032881,52615.000000000,52635.000000000,4,2,4,2,NIYH6
2026-01-26T00:01:07.101125547Z,2026-01-26T00:01:07.100866807Z,1,1,7311,T,B,0,52645.000000000,1,0,11969,2033250,52630.000000000,52645.000000000,3,1,3,1,NIYH6
2026-01-26T00:01:07.377207892Z,2026-01-26T00:01:07.376970785Z,1,1,7311,T,A,0,52645.000000000,1,0,12829,2033863,52645.000000000,52655.000000000,1,3,1,3,NIYH6
2026-01-26T00:01:10.015073858Z,2026-01-26T00:01:10.014783349Z,1,1,7311,T,A,0,52675.000000000,1,0,14310,2037265,52675.000000000,52685.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:10.021736747Z,2026-01-26T00:01:10.021466461Z,1,1,7311,T,A,0,52670.000000000,2,0,14225,2037371,52670.000000000,52680.000000000,2,3,2,3,NIYH6
2026-01-26T00:01:11.231963867Z,2026-01-26T00:01:11.231716205Z,1,1,7311,T,A,0,52660.000000000,1,0,12810,2038964,52660.000000000,52670.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:14.769977806Z,2026-01-26T00:01:14.769797881Z,1,1,7311,T,B,0,52635.000000000,1,0,12682,2042191,52625.000000000,52635.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:15.792483729Z,2026-01-26T00:01:15.792264045Z,1,1,7311,T,B,0,52635.000000000,1,0,12834,2043390,52625.000000000,52635.000000000,2,1,2,1,NIYH6
2026-01-26T00:01:18.030427836Z,2026-01-26T00:01:18.030167837Z,1,1,7311,T,A,0,52615.000000000,1,0,12935,2046210,52615.000000000,52625.000000000,1,3,1,3,NIYH6
2026-01-26T00:01:18.534311707Z,2026-01-26T00:01:18.532945249Z,1,1,7311,T,B,0,52620.000000000,1,0,21701,2047126,52610.000000000,52620.000000000,3,1,3,1,NIYH6
2026-01-26T00:01:18.933367893Z,2026-01-26T00:01:18.933157093Z,1,1,7311,T,A,0,52620.000000000,1,0,13176,2048127,52620.000000000,52630.000000000,1,3,1,3,NIYH6
2026-01-26T00:01:19.639943485Z,2026-01-26T00:01:19.639717779Z,1,1,7311,T,B,0,52620.000000000,2,0,13155,2049706,52610.000000000,52620.000000000,3,2,3,2,NIYH6
2026-01-26T00:01:20.571826546Z,2026-01-26T00:01:20.571552377Z,1,1,7311,T,B,0,52630.000000000,2,0,12662,2051332,52620.000000000,52630.000000000,3,2,3,2,NIYH6
2026-01-26T00:01:23.050764003Z,2026-01-26T00:01:23.050498213Z,1,1,7311,T,B,0,52615.000000000,1,0,15085,2054868,52600.000000000,52615.000000000,2,1,2,1,NIYH6
2026-01-26T00:01:23.051272645Z,2026-01-26T00:01:23.050865395Z,1,1,7311,T,A,0,52615.000000000,1,0,15554,2054885,52615.000000000,52620.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:23.051459175Z,2026-01-26T00:01:23.051019085Z,1,1,7311,T,B,0,52620.000000000,1,0,14681,2054888,52610.000000000,52620.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:23.051790112Z,2026-01-26T00:01:23.051244073Z,1,1,7311,T,B,0,52620.000000000,1,0,14312,2054894,52610.000000000,52620.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:23.052387869Z,2026-01-26T00:01:23.051585613Z,1,1,7311,T,A,0,52620.000000000,1,0,14520,2054909,52620.000000000,52625.000000000,2,2,1,2,NIYH6
2026-01-26T00:01:23.052548496Z,2026-01-26T00:01:23.051820897Z,1,1,7311,T,A,0,52620.000000000,1,0,16968,2054911,52620.000000000,52625.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:23.053553432Z,2026-01-26T00:01:23.053349053Z,1,1,7311,T,A,0,52615.000000000,1,0,12804,2054940,52615.000000000,52620.000000000,1,2,1,1,NIYH6
2026-01-26T00:01:23.066206800Z,2026-01-26T00:01:23.065991629Z,1,1,7311,T,B,0,52620.000000000,2,0,13742,2055021,52605.000000000,52620.000000000,3,2,3,2,NIYH6
2026-01-26T00:01:23.793189347Z,2026-01-26T00:01:23.791771339Z,1,1,7311,T,A,0,52600.000000000,1,0,15688,2056153,52600.000000000,52610.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:24.694612956Z,2026-01-26T00:01:24.694205027Z,1,1,7311,T,A,0,52595.000000000,1,0,14707,2058851,52595.000000000,52610.000000000,2,4,2,4,NIYH6
2026-01-26T00:01:24.695151902Z,2026-01-26T00:01:24.694592015Z,1,1,7311,T,A,0,52595.000000000,1,0,13386,2058882,52595.000000000,52605.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:28.395136022Z,2026-01-26T00:01:28.394779729Z,1,1,7311,T,A,0,52605.000000000,1,0,13462,2064232,52605.000000000,52615.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:28.395136022Z,2026-01-26T00:01:28.394779729Z,1,1,7311,T,A,0,52600.000000000,5,0,13462,2064232,52605.000000000,52615.000000000,1,2,1,2,NIYH6
2026-01-26T00:01:28.395325301Z,2026-01-26T00:01:28.395094365Z,1,1,7311,T,B,0,52600.000000000,2,0,13236,2064235,52595.000000000,52600.000000000,6,2,5,1,NIYH6
2026-01-26T00:01:28.453447095Z,2026-01-26T00:01:28.453222621Z,1,1,7311,T,B,0,52610.000000000,1,0,13454,2064434,52600.000000000,52610.000000000,3,1,2,1,NIYH6
2026-01-26T00:01:29.374609661Z,2026-01-26T00:01:29.374368597Z,1,1,7311,T,B,0,52610.000000000,1,0,12669,2065217,52600.000000000,52610.000000000,4,1,3,1,NIYH6
2026-01-26T00:01:35.328528565Z,2026-01-26T00:01:35.328292817Z,1,1,7311,T,B,0,52645.000000000,1,0,13605,2073361,52635.000000000,52645.000000000,3,1,3,1,NIYH6
2026-01-26T00:01:36.050479391Z,2026-01-26T00:01:36.050238059Z,1,1,7311,T,B,0,52650.000000000,1,0,15218,2073856,52640.000000000,52650.000000000,3,1,3,1,NIYH6
2026-01-26T00:01:39.209560457Z,2026-01-26T00:01:39.209268339Z,1,1,7311,T,B,0,52650.000000000,1,0,12988,2077361,52640.000000000,52650.000000000,3,1,3,1,NIYH6
2026-01-26T00:01:39.697843946Z,2026-01-26T00:01:39.697596401Z,1,1,7311,T,A,0,52640.000000000,1,0,14657,2077693,52640.000000000,52655.000000000,3,6,3,6,NIYH6
2026-01-26T00:01:39.880179650Z,2026-01-26T00:01:39.879931917Z,1,1,7311,T,A,0,52640.000000000,1,0,12720,2077918,52640.000000000,52655.000000000,2,6,2,6,NIYH6
2026-01-26T00:01:40.062553761Z,2026-01-26T00:01:40.062333477Z,1,1,7311,T,A,0,52640.000000000,1,0,12957,2078068,52640.000000000,52655.000000000,1,6,1,6,NIYH6
2026-01-26T00:01:40.845498158Z,2026-01-26T00:01:40.845174457Z,1,1,7311,T,B,0,52655.000000000,6,0,13277,2078964,52650.000000000,52655.000000000,1,8,1,8,NIYH6
2026-01-26T00:01:40.845577380Z,2026-01-26T00:01:40.845187207Z,1,1,7311,T,B,0,52655.000000000,1,0,16089,2078965,52650.000000000,52655.000000000,2,2,2,2,NIYH6
2026-01-26T00:01:40.845577380Z,2026-01-26T00:01:40.845193389Z,1,1,7311,T,B,0,52655.000000000,1,0,16089,2078965,52650.000000000,52655.000000000,2,1,2,1,NIYH6
2026-01-26T00:01:42.618401059Z,2026-01-26T00:01:42.618189813Z,1,1,7311,T,B,0,52655.000000000,1,0,13747,2080642,52650.000000000,52655.000000000,1,1,1,1,NIYH6
2026-01-26T00:01:42.779166485Z,2026-01-26T00:01:42.778936565Z,1,1,7311,T,A,0,52660.000000000,1,0,14212,2080883,52660.000000000,52665.000000000,1,6,1,6,NIYH6
2026-01-26T00:01:42.940973927Z,2026-01-26T00:01:42.940748661Z,1,1,7311,T,B,0,52665.000000000,1,0,13713,2081201,52660.000000000,52665.000000000,1,4,1,4,NIYH6
2026-01-26T00:01:42.941301684Z,2026-01-26T00:01:42.941051933Z,1,1,7311,T,B,0,52665.000000000,3,0,13185,2081213,52660.000000000,52665.000000000,3,3,3,3,NIYH6
2026-01-26T00:01:43.159064992Z,2026-01-26T00:01:43.158834011Z,1,1,7311,T,A,0,52670.000000000,1,0,12631,2081767,52670.000000000,52680.000000000,1,4,1,4,NIYH6
2026-01-26T00:01:47.806763706Z,2026-01-26T00:01:47.806462243Z,1,1,7311,T,B,0,52660.000000000,3,0,13180,2086783,52645.000000000,52660.000000000,1,3,1,3,NIYH6
2026-01-26T00:01:47.807120185Z,2026-01-26T00:01:47.806781523Z,1,1,7311,T,A,0,52660.000000000,2,0,12721,2086797,52660.000000000,52665.000000000,2,3,1,3,NIYH6
